r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,Q
0.082,0.097,0.053,0.069,0.034,0.112,0.111,0.027,0.048,0.006,0.051,0.01,0.023,0.039,0.106,0.008,0.1,0.024,0,0,533.0105975
0.072,0.069,0.015,0.031,0.066,0.068,0.074,0.037,0.044,0.03,0.096,0.044,0.073,0.096,0.017,0.046,0.039,0.083,0,0,578.9101623
0.029,0.07,0.094,0.07,0.045,0.018,0.087,0.016,0.061,0.058,0.029,0.092,0.056,0.08,0.035,0.067,0.069,0.024,0,0,1025.38266
0.034,0.054,0.058,0.039,0.078,0.068,0.094,0.029,0.089,0.023,0.081,0.005,0.101,0.029,0.042,0.087,0.005,0.084,0,0,927.9077655
0.085,0.017,0.063,0.049,0.053,0.072,0.013,0.084,0.087,0.082,0.045,0.078,0.022,0.056,0.054,0.044,0.079,0.017,0,0,521.3840876
0.022,0.015,0.024,0.105,0.1,0.043,0.09,0.091,0.038,0.024,0.004,0.08,0.071,0.059,0.038,0.065,0.047,0.084,0,0,1220.766032
0.039,0.017,0.044,0.061,0.054,0.034,0.078,0.102,0.046,0.034,0.041,0.012,0.033,0.101,0.072,0.07,0.092,0.07,0,0,852.1583464
0.029,0.009,0.016,0.103,0.075,0.015,0.06,0.13,0.023,0.018,0.074,0.123,0.08,0.088,0.073,0.02,0.011,0.053,0,0,1026.30934
0.056,0.054,0.087,0.096,0.009,0.022,0.048,0.054,0.052,0.056,0.04,0.025,0.097,0.093,0.062,0.025,0.038,0.086,0,0,678.0377015
0.065,0.051,0.102,0.022,0.091,0.043,0.056,0.022,0.056,0.083,0.119,0.102,0.026,0.031,0.04,0.007,0.04,0.044,0,0,616.9858611
0.059,0.076,0.027,0.104,0.093,0.097,0.068,0.016,0.03,0.013,0.044,0.112,0.05,0.037,0.011,0.059,0.071,0.033,0,0,655.7008548
0.074,0.042,0.053,0.081,0.011,0.086,0.009,0.056,0.073,0.017,0.033,0.092,0.102,0.065,0.029,0.08,0.073,0.024,0,0,569.0273665
0.041,0.025,0.011,0.076,0.063,0.019,0.083,0.071,0.085,0.045,0.066,0.091,0.082,0.022,0.078,0.055,0.041,0.046,0,0,825.40807
0.11,0.087,0.079,0.115,0.078,0.021,0.019,0.029,0.067,0.089,0.028,0.069,0.068,0.023,0.038,0.033,0.023,0.024,0,0,442.8946155
0.057,0.039,0.013,0.007,0.12,0.088,0.028,0.102,0.049,0.084,0.069,0.062,0.008,0.054,0.089,0.015,0.023,0.093,0,0,670.601244
0.072,0.08,0.078,0.071,0.016,0.052,0.064,0.018,0.019,0.101,0.087,0.042,0.051,0.067,0.046,0.085,0.011,0.04,0,0,578.6331983
0.102,0.037,0.066,0.011,0.094,0.05,0.066,0.095,0.056,0.078,0.042,0.036,0.095,0.029,0.008,0.037,0.091,0.007,0,0,464.6980614
0.017,0.011,0.098,0.027,0.065,0.067,0.024,0.055,0.09,0.074,0.043,0.038,0.068,0.061,0.038,0.093,0.076,0.055,0,0,1436.519117
0.014,0.103,0.04,0.06,0.088,0.068,0.054,0.092,0.065,0.077,0.043,0.034,0.086,0.026,0.027,0.011,0.094,0.018,0,0,1617.52494
0.101,0.025,0.037,0.086,0.031,0.019,0.084,0.025,0.015,0.093,0.096,0.054,0.065,0.098,0.009,0.033,0.06,0.069,0,0,467.8036593
0.081,0.021,0.027,0.027,0.046,0.08,0.045,0.079,0.039,0.085,0.069,0.063,0.095,0.064,0.07,0.027,0.052,0.03,0,0,537.6175637
0.079,0.111,0.011,0.085,0.082,0.045,0.068,0.048,0.005,0.109,0.027,0.021,0.099,0.009,0.097,0.005,0.058,0.041,0,0,545.703084
0.01,0.06,0.034,0.093,0.099,0.068,0.097,0.024,0.044,0.093,0.054,0.02,0.073,0.079,0.029,0.072,0.013,0.038,0,0,1997.643646
0.084,0.029,0.004,0.03,0.097,0.032,0.096,0.107,0.089,0.118,0.012,0.01,0.014,0.022,0.062,0.098,0.026,0.07,0,0,525.3297083
0.03,0.045,0.086,0.03,0.064,0.031,0.035,0.049,0.102,0.048,0.049,0.091,0.07,0.038,0.03,0.027,0.096,0.079,0,0,1004.556638
0.062,0.053,0.009,0.037,0.007,0.08,0.06,0.101,0.016,0.011,0.044,0.074,0.089,0.043,0.103,0.095,0.097,0.019,0,0,636.4876869
0.02,0.101,0.084,0.008,0.052,0.082,0.022,0.089,0.075,0.022,0.038,0.079,0.099,0.066,0.021,0.054,0.083,0.005,0,0,1294.696858
0.04,0.084,0.085,0.029,0.025,0.046,0.076,0.054,0.013,0.098,0.066,0.079,0.101,0.042,0.072,0.007,0.046,0.037,0,0,837.6139379
0.099,0.103,0.061,0.067,0.033,0.025,0.047,0.059,0.028,0.067,0.058,0.072,0.033,0.055,0.023,0.038,0.085,0.047,0,0,473.5074444
0.052,0.058,0.073,0.04,0.101,0.055,0.038,0.072,0.072,0.068,0.012,0.052,0.059,0.011,0.015,0.075,0.043,0.104,0,0,710.1756022
0.074,0.067,0.095,0.015,0.019,0.116,0.094,0.007,0.043,0.013,0.062,0.045,0.127,0.069,0.03,0.059,0.013,0.052,0,0,568.7606579
0.036,0.036,0.052,0.097,0.084,0.092,0.103,0.083,0.098,0.04,0.028,0.025,0.026,0.021,0.053,0.014,0.098,0.014,0,0,894.3063885
0.049,0.064,0.036,0.079,0.076,0.049,0.074,0.007,0.084,0.041,0.021,0.1,0.011,0.015,0.07,0.014,0.108,0.102,0,0,737.5162749
0.008,0.015,0.1,0.067,0.084,0.063,0.093,0.097,0.042,0.011,0.008,0.079,0.069,0.066,0.043,0.01,0.062,0.083,0,0,2298.458835
0.072,0.097,0.058,0.046,0.016,0.027,0.081,0.09,0.053,0.076,0.078,0.021,0.025,0.057,0.062,0.045,0.084,0.012,0,0,578.6393502
0.062,0.063,0.071,0.031,0.05,0.054,0.057,0.104,0.107,0.017,0.064,0.034,0.022,0.008,0.079,0.098,0.029,0.05,0,0,635.7862554
0.083,0.039,0.02,0.05,0.04,0.08,0.009,0.091,0.054,0.026,0.036,0.093,0.096,0.097,0.008,0.059,0.052,0.067,0,0,529.4519764
0.035,0.036,0.059,0.023,0.042,0.083,0.088,0.01,0.011,0.108,0.101,0.025,0.083,0.017,0.092,0.035,0.098,0.054,0,0,912.0088294
0.01,0.049,0.104,0.088,0.036,0.075,0.025,0.056,0.108,0.048,0.031,0.01,0.075,0.087,0.05,0.084,0.056,0.008,0,0,1998.694904
0.013,0.089,0.081,0.024,0.052,0.108,0.017,0.097,0.064,0.019,0.054,0.029,0.072,0.028,0.027,0.066,0.103,0.057,0,0,1696.940498
0.026,0.075,0.081,0.072,0.065,0.06,0.05,0.01,0.066,0.055,0.033,0.057,0.087,0.063,0.027,0.015,0.059,0.099,0,0,1098.143358
0.048,0.036,0.03,0.086,0.005,0.027,0.07,0.076,0.069,0.085,0.094,0.077,0.098,0.011,0.014,0.015,0.057,0.102,0,0,747.3748191
0.053,0.028,0.087,0.037,0.057,0.039,0.098,0.031,0.027,0.081,0.066,0.063,0.084,0.017,0.104,0.068,0.036,0.024,0,0,701.9654588
0.063,0.073,0.064,0.039,0.069,0.055,0.066,0.079,0.004,0.029,0.069,0.08,0.076,0.072,0.014,0.048,0.021,0.079,0,0,629.4002571
0.024,0.053,0.101,0.059,0.095,0.094,0.026,0.01,0.051,0.089,0.069,0.07,0.022,0.087,0.09,0.028,0.022,0.01,0,0,1153.92766
0.07,0.064,0.099,0.08,0.013,0.06,0.011,0.071,0.021,0.073,0.076,0.048,0.098,0.004,0.054,0.045,0.075,0.038,0,0,589.0128069
0.08,0.025,0.051,0.018,0.101,0.099,0.018,0.037,0.053,0.055,0.067,0.06,0.035,0.094,0.125,0.005,0.07,0.007,0,0,541.7189095
0.007,0.1,0.081,0.076,0.006,0.031,0.055,0.056,0.09,0.104,0.048,0.074,0.095,0.024,0.035,0.057,0.052,0.009,0,0,2494.557998
0.02,0.048,0.022,0.13,0.016,0.082,0.015,0.02,0.022,0.13,0.08,0.095,0.023,0.029,0.099,0.057,0.082,0.03,0,0,1296.506913
0.079,0.078,0.067,0.067,0.081,0.017,0.077,0.086,0.023,0.089,0.032,0.085,0.083,0.018,0.034,0.021,0.048,0.015,0,0,545.5935327
0.068,0.073,0.086,0.032,0.093,0.041,0.103,0.064,0.011,0.104,0.006,0.041,0.102,0.064,0.01,0.038,0.042,0.022,0,0,599.5863541
0.103,0.099,0.014,0.098,0.004,0.052,0.058,0.004,0.057,0.086,0.077,0.038,0.051,0.079,0.079,0.043,0.024,0.034,0,0,461.8846944
0.076,0.075,0.085,0.014,0.033,0.056,0.075,0.077,0.041,0.044,0.074,0.062,0.077,0.009,0.033,0.072,0.047,0.05,0,0,559.3169186
0.039,0.008,0.098,0.065,0.039,0.093,0.033,0.037,0.008,0.082,0.082,0.052,0.038,0.047,0.046,0.089,0.097,0.047,0,0,851.762152
0.021,0.044,0.094,0.034,0.019,0.114,0.07,0.084,0.078,0.098,0.034,0.019,0.061,0.02,0.079,0.014,0.093,0.024,0,0,1255.716008
0.039,0.028,0.037,0.037,0.082,0.073,0.085,0.105,0.019,0.044,0.035,0.035,0.056,0.062,0.092,0.049,0.081,0.041,0,0,851.6896493
0.05,0.019,0.086,0.084,0.029,0.035,0.087,0.059,0.062,0.046,0.088,0.102,0.055,0.019,0.03,0.074,0.02,0.055,0,0,728.0049713
0.035,0.102,0.042,0.032,0.053,0.095,0.093,0.029,0.063,0.068,0.056,0.005,0.008,0.062,0.038,0.072,0.07,0.077,0,0,911.0126462
0.083,0.068,0.072,0.09,0.065,0.075,0.083,0.079,0.014,0.027,0.011,0.077,0.032,0.034,0.005,0.071,0.045,0.069,0,0,528.926753
0.08,0.072,0.058,0.016,0.01,0.104,0.106,0.046,0.08,0.006,0.053,0.017,0.009,0.041,0.099,0.034,0.078,0.091,0,0,541.6939025
0.018,0.026,0.009,0.076,0.047,0.009,0.103,0.1,0.02,0.028,0.071,0.1,0.019,0.09,0.045,0.049,0.082,0.108,0,0,1387.366329
0.021,0.104,0.087,0.064,0.036,0.099,0.067,0.065,0.022,0.088,0.055,0.1,0.01,0.098,0.021,0.015,0.022,0.026,0,0,1253.761633
0.06,0.089,0.046,0.008,0.022,0.076,0.09,0.057,0.084,0.032,0.092,0.013,0.089,0.018,0.043,0.038,0.092,0.051,0,0,649.1892397
0.069,0.047,0.087,0.029,0.06,0.025,0.061,0.071,0.026,0.072,0.048,0.045,0.071,0.045,0.017,0.077,0.08,0.07,0,0,594.616385
0.012,0.045,0.061,0.064,0.021,0.066,0.051,0.099,0.01,0.012,0.017,0.1,0.108,0.103,0.069,0.012,0.097,0.053,0,0,1788.04859
0.081,0.103,0.018,0.094,0.02,0.075,0.055,0.039,0.043,0.1,0.049,0.023,0.069,0.09,0.086,0.028,0.01,0.017,0,0,537.1976743
0.068,0.045,0.056,0.063,0.038,0.047,0.061,0.08,0.054,0.083,0.04,0.007,0.076,0.082,0.024,0.071,0.063,0.042,0,0,600.0285222
0.063,0.097,0.03,0.054,0.062,0.024,0.074,0.093,0.04,0.048,0.039,0.024,0.04,0.083,0.035,0.082,0.075,0.037,0,0,629.4843158
0.058,0.055,0.007,0.049,0.088,0.094,0.08,0.105,0.027,0.027,0.005,0.074,0.088,0.035,0.074,0.084,0.041,0.009,0,0,663.1027753
0.01,0.075,0.104,0.039,0.074,0.042,0.09,0.009,0.062,0.062,0.026,0.036,0.038,0.095,0.058,0.075,0.016,0.089,0,0,1999.493782
0.047,0.017,0.01,0.069,0.022,0.052,0.093,0.103,0.01,0.022,0.065,0.059,0.052,0.091,0.029,0.044,0.109,0.106,0,0,757.9661392
0.056,0.042,0.022,0.073,0.077,0.089,0.032,0.009,0.055,0.049,0.057,0.086,0.052,0.096,0.088,0.074,0.01,0.033,0,0,678.1280563
0.005,0.06,0.096,0.068,0.059,0.094,0.035,0.004,0.062,0.074,0.045,0.092,0.039,0.028,0.091,0.065,0.04,0.043,0,0,3076.181033
0.052,0.099,0.025,0.047,0.006,0.066,0.022,0.048,0.05,0.112,0.043,0.062,0.006,0.114,0.099,0.089,0.054,0.006,0,0,710.6144823
0.059,0.021,0.033,0.035,0.084,0.049,0.06,0.034,0.086,0.058,0.087,0.067,0.049,0.083,0.049,0.01,0.078,0.058,0,0,656.3765657
0.008,0.013,0.084,0.064,0.018,0.068,0.043,0.117,0.067,0.112,0.118,0.039,0.133,0.063,0.017,0.005,0.022,0.009,0,0,2298.269666
0.02,0.102,0.014,0.027,0.032,0.018,0.005,0.074,0.01,0.099,0.098,0.111,0.065,0.102,0.12,0.03,0.016,0.057,0,0,1297.631478
0.075,0.016,0.03,0.092,0.034,0.037,0.01,0.012,0.078,0.092,0.035,0.106,0.013,0.113,0.095,0.073,0.02,0.069,0,0,564.4984023
0.073,0.021,0.039,0.02,0.066,0.041,0.019,0.069,0.105,0.086,0.015,0.093,0.055,0.09,0.101,0.029,0.015,0.063,0,0,574.0801652
0.054,0.084,0.034,0.046,0.08,0.074,0.098,0.012,0.081,0.036,0.081,0.023,0.013,0.101,0.017,0.036,0.061,0.069,0,0,693.4497253
0.046,0.041,0.017,0.056,0.074,0.019,0.093,0.088,0.094,0.053,0.016,0.085,0.043,0.058,0.047,0.062,0.09,0.018,0,0,767.5565588
0.088,0.034,0.018,0.028,0.078,0.027,0.022,0.09,0.01,0.028,0.048,0.094,0.088,0.094,0.07,0.09,0.027,0.066,0,0,510.4468583
0.044,0.02,0.057,0.072,0.026,0.094,0.026,0.045,0.055,0.054,0.097,0.034,0.081,0.083,0.03,0.093,0.056,0.033,0,0,789.4910554
0.042,0.051,0.012,0.099,0.081,0.041,0.077,0.116,0.006,0.021,0.091,0.067,0.039,0.061,0.012,0.108,0.025,0.051,0,0,812.4237221
0.07,0.018,0.031,0.038,0.08,0.102,0.118,0.016,0.006,0.01,0.013,0.109,0.045,0.064,0.14,0.008,0.019,0.113,0,0,589.3987668
0.065,0.085,0.082,0.072,0.055,0.069,0.064,0.026,0.065,0.069,0.097,0.064,0.019,0.006,0.09,0.019,0.029,0.024,0,0,616.7482546
0.059,0.091,0.01,0.03,0.006,0.066,0.082,0.005,0.02,0.074,0.055,0.061,0.063,0.091,0.043,0.073,0.09,0.081,0,0,656.6457441
0.073,0.069,0.021,0.072,0.098,0.017,0.009,0.094,0.04,0.089,0.017,0.027,0.051,0.075,0.1,0.036,0.045,0.067,0,0,573.8370911
0.027,0.019,0.038,0.089,0.057,0.004,0.078,0.062,0.072,0.012,0.083,0.022,0.064,0.062,0.079,0.087,0.086,0.059,0,0,1074.315786
0.102,0.098,0.04,0.039,0.05,0.036,0.058,0.017,0.042,0.055,0.043,0.072,0.019,0.095,0.022,0.055,0.073,0.084,0,0,464.8383483
0.07,0.02,0.028,0.061,0.075,0.084,0.105,0.039,0.051,0.039,0.03,0.029,0.068,0.027,0.121,0.09,0.008,0.055,0,0,589.2437431
0.084,0.014,0.069,0.032,0.084,0.022,0.101,0.017,0.053,0.068,0.094,0.086,0.07,0.025,0.077,0.013,0.033,0.058,0,0,525.2926134
0.062,0.037,0.043,0.093,0.047,0.007,0.036,0.076,0.059,0.069,0.053,0.075,0.08,0.04,0.037,0.081,0.074,0.031,0,0,636.099419
0.101,0.099,0.044,0.08,0.038,0.1,0.016,0.033,0.041,0.054,0.107,0.005,0.064,0.02,0.064,0.007,0.062,0.065,0,0,467.5181621
0.098,0.03,0.061,0.012,0.07,0.083,0.042,0.095,0.074,0.023,0.071,0.034,0.089,0.037,0.011,0.054,0.067,0.049,0,0,476.657931
0.054,0.028,0.02,0.014,0.079,0.094,0.095,0.04,0.101,0.049,0.053,0.041,0.005,0.092,0.079,0.013,0.06,0.083,0,0,693.970489
0.066,0.045,0.09,0.062,0.009,0.011,0.058,0.052,0.017,0.065,0.033,0.087,0.062,0.09,0.095,0.049,0.012,0.097,0,0,611.6430384
0.05,0.017,0.107,0.074,0.074,0.005,0.077,0.061,0.057,0.046,0.01,0.078,0.049,0.055,0.07,0.049,0.06,0.061,0,0,728.1057605
0.042,0.075,0.019,0.079,0.07,0.041,0.08,0.089,0.014,0.072,0.057,0.037,0.017,0.083,0.06,0.088,0.009,0.068,0,0,812.4133507
0.03,0.064,0.03,0.074,0.011,0.017,0.02,0.04,0.059,0.112,0.074,0.119,0.054,0.095,0.031,0.057,0.094,0.019,0,0,1005.152989
0.047,0.086,0.01,0.035,0.046,0.08,0.023,0.068,0.098,0.044,0.044,0.063,0.088,0.02,0.068,0.044,0.083,0.053,0,0,757.2716708
0.044,0.015,0.013,0.075,0.077,0.07,0.079,0.096,0.083,0.03,0.004,0.024,0.093,0.081,0.096,0.012,0.048,0.06,0,0,789.3620058
0.067,0.112,0.045,0.023,0.011,0.051,0.066,0.089,0.098,0.021,0.044,0.03,0.083,0.116,0.061,0.022,0.009,0.052,0,0,605.4839325
0.069,0.063,0.032,0.046,0.02,0.023,0.122,0.087,0.105,0.045,0.105,0.106,0.027,0.022,0.01,0.019,0.068,0.031,0,0,594.3758327
0.038,0.056,0.024,0.053,0.034,0.101,0.093,0.085,0.012,0.085,0.078,0.047,0.07,0.078,0.082,0.021,0.01,0.033,0,0,865.1570318
0.037,0.082,0.086,0.053,0.053,0.036,0.059,0.054,0.063,0.068,0.028,0.093,0.015,0.041,0.073,0.05,0.034,0.075,0,0,879.6124676
0.059,0.086,0.058,0.051,0.086,0.061,0.096,0.053,0.026,0.024,0.028,0.082,0.012,0.083,0.01,0.063,0.067,0.055,0,0,655.7791809
0.023,0.085,0.022,0.072,0.057,0.009,0.019,0.013,0.044,0.111,0.086,0.046,0.097,0.027,0.091,0.036,0.119,0.043,0,0,1188.072275
0.037,0.017,0.102,0.075,0.011,0.023,0.076,0.05,0.092,0.032,0.089,0.011,0.037,0.088,0.089,0.027,0.092,0.052,0,0,880.427347
0.086,0.087,0.025,0.04,0.023,0.087,0.062,0.017,0.017,0.027,0.053,0.026,0.061,0.088,0.065,0.086,0.08,0.07,0,0,517.7468257
0.047,0.048,0.027,0.05,0.008,0.097,0.054,0.066,0.096,0.07,0.04,0.103,0.086,0.023,0.033,0.06,0.036,0.056,0,0,757.2064899
0.071,0.05,0.048,0.082,0.065,0.091,0.039,0.078,0.032,0.036,0.091,0.02,0.069,0.044,0.079,0.027,0.044,0.034,0,0,583.7104036
0.108,0.086,0.027,0.077,0.073,0.013,0.042,0.043,0.096,0.021,0.051,0.065,0.082,0.067,0.043,0.065,0.008,0.033,0,0,448.2488812
0.08,0.057,0.035,0.014,0.049,0.079,0.076,0.095,0.065,0.02,0.047,0.027,0.031,0.089,0.072,0.073,0.006,0.085,0,0,541.7244669
0.03,0.022,0.05,0.07,0.05,0.059,0.033,0.086,0.071,0.103,0.071,0.067,0.04,0.108,0.006,0.024,0.082,0.028,0,0,1004.305377
0.007,0.091,0.047,0.051,0.051,0.073,0.052,0.08,0.035,0.028,0.031,0.087,0.077,0.094,0.015,0.1,0.045,0.036,0,0,2499.355165
0.088,0.077,0.023,0.021,0.045,0.088,0.044,0.083,0.075,0.07,0.037,0.007,0.068,0.091,0.007,0.061,0.037,0.078,0,0,510.0997637
0.006,0.067,0.063,0.013,0.021,0.004,0.082,0.1,0.101,0.016,0.041,0.079,0.096,0.034,0.041,0.103,0.028,0.105,0,0,2760.092892
0.089,0.05,0.066,0.042,0.078,0.085,0.05,0.03,0.094,0.029,0.074,0.06,0.019,0.063,0.084,0.061,0.015,0.011,0,0,506.299701
0.015,0.042,0.015,0.03,0.072,0.093,0.014,0.089,0.125,0.032,0.013,0.125,0.059,0.129,0.046,0.007,0.062,0.032,0,0,1553.64351
0.015,0.089,0.059,0.056,0.071,0.057,0.014,0.08,0.051,0.029,0.096,0.054,0.063,0.042,0.059,0.06,0.008,0.097,0,0,1551.399388
0.034,0.049,0.036,0.097,0.051,0.102,0.086,0.028,0.062,0.099,0.056,0.104,0.014,0.017,0.019,0.087,0.036,0.023,0,0,927.3803899
0.1,0.021,0.054,0.053,0.028,0.063,0.014,0.054,0.049,0.034,0.103,0.062,0.014,0.022,0.066,0.095,0.081,0.087,0,0,470.8790548
0.079,0.063,0.033,0.074,0.061,0.09,0.061,0.022,0.042,0.059,0.086,0.017,0.072,0.09,0.035,0.031,0.031,0.054,0,0,545.8183007
0.084,0.064,0.087,0.025,0.011,0.087,0.029,0.067,0.031,0.052,0.08,0.055,0.048,0.079,0.057,0.043,0.085,0.016,0,0,525.260822
0.036,0.092,0.086,0.025,0.066,0.03,0.083,0.051,0.059,0.081,0.007,0.054,0.03,0.037,0.029,0.096,0.083,0.055,0,0,895.0396876
0.038,0.03,0.016,0.037,0.034,0.14,0.012,0.086,0.019,0.024,0.104,0.045,0.121,0.076,0.07,0.082,0.007,0.059,0,0,866.1518332
0.1,0.066,0.014,0.07,0.073,0.059,0.051,0.05,0.07,0.052,0.015,0.091,0.024,0.03,0.072,0.064,0.061,0.038,0,0,470.599547
0.031,0.019,0.105,0.014,0.111,0.022,0.095,0.048,0.039,0.023,0.089,0.04,0.077,0.114,0.031,0.03,0.071,0.041,0,0,983.7249788
0.007,0.028,0.079,0.085,0.09,0.048,0.086,0.055,0.045,0.006,0.078,0.076,0.008,0.089,0.006,0.049,0.109,0.056,0,0,2499.297913
0.055,0.101,0.085,0.076,0.04,0.041,0.026,0.032,0.086,0.013,0.041,0.054,0.098,0.045,0.055,0.065,0.007,0.08,0,0,685.430464
0.029,0.077,0.075,0.082,0.02,0.045,0.03,0.101,0.074,0.04,0.008,0.069,0.094,0.055,0.027,0.026,0.045,0.103,0,0,1025.449325
0.007,0.065,0.096,0.066,0.022,0.038,0.093,0.115,0.029,0.106,0.025,0.027,0.033,0.038,0.083,0.011,0.111,0.035,0,0,2496.612894
0.05,0.087,0.022,0.085,0.021,0.077,0.041,0.057,0.039,0.041,0.054,0.084,0.025,0.021,0.1,0.067,0.064,0.065,0,0,728.2328824
0.03,0.123,0.009,0.005,0.036,0.099,0.087,0.034,0.034,0.053,0.028,0.066,0.092,0.107,0.066,0.116,0.01,0.005,0,0,1004.233611
0.081,0.071,0.022,0.044,0.034,0.019,0.073,0.041,0.091,0.034,0.045,0.045,0.098,0.022,0.097,0.068,0.096,0.019,0,0,537.63679
0.085,0.036,0.049,0.007,0.031,0.062,0.056,0.081,0.071,0.065,0.1,0.032,0.076,0.096,0.04,0.053,0.045,0.015,0,0,521.473149
0.07,0.075,0.061,0.059,0.075,0.065,0.052,0.044,0.037,0.076,0.012,0.063,0.067,0.065,0.064,0.015,0.044,0.056,0,0,588.9338328
0.005,0.021,0.077,0.099,0.077,0.107,0.03,0.049,0.087,0.055,0.084,0.043,0.108,0.072,0.014,0.036,0.026,0.01,0,0,3071.459738
0.061,0.055,0.007,0.066,0.011,0.087,0.046,0.01,0.025,0.099,0.075,0.082,0.046,0.015,0.023,0.099,0.098,0.095,0,0,643.0044151
0.066,0.067,0.065,0.06,0.037,0.006,0.047,0.096,0.07,0.096,0.014,0.044,0.045,0.067,0.079,0.026,0.043,0.072,0,0,611.3649609
0.051,0.113,0.059,0.016,0.012,0.054,0.032,0.091,0.018,0.063,0.009,0.106,0.101,0.012,0.064,0.022,0.108,0.069,0,0,719.2847531
0.091,0.03,0.087,0.019,0.024,0.011,0.067,0.058,0.014,0.05,0.103,0.045,0.007,0.093,0.106,0.084,0.087,0.024,0,0,499.714001
0.014,0.085,0.037,0.039,0.069,0.025,0.018,0.07,0.075,0.059,0.084,0.042,0.087,0.038,0.087,0.096,0.043,0.032,0,0,1622.071931
0.006,0.033,0.09,0.027,0.045,0.007,0.105,0.088,0.05,0.081,0.088,0.013,0.076,0.063,0.007,0.107,0.041,0.073,0,0,2756.001127
0.061,0.018,0.065,0.055,0.062,0.089,0.031,0.01,0.046,0.072,0.008,0.069,0.124,0.032,0.092,0.076,0.008,0.082,0,0,642.7257119
0.088,0.044,0.04,0.046,0.06,0.062,0.017,0.07,0.036,0.071,0.031,0.007,0.094,0.086,0.044,0.087,0.093,0.024,0,0,510.2669182
0.039,0.023,0.01,0.125,0.054,0.09,0.051,0.058,0.07,0.053,0.089,0.041,0.084,0.018,0.06,0.024,0.102,0.009,0,0,851.2883191
0.064,0.023,0.083,0.104,0.068,0.078,0.018,0.04,0.037,0.109,0.021,0.09,0.036,0.009,0.012,0.086,0.112,0.01,0,0,623.1750037
0.019,0.103,0.005,0.068,0.016,0.053,0.028,0.055,0.122,0.12,0.118,0.072,0.039,0.016,0.057,0.033,0.011,0.065,0,0,1337.619028
0.077,0.069,0.065,0.014,0.04,0.033,0.025,0.091,0.082,0.033,0.029,0.061,0.04,0.089,0.073,0.074,0.04,0.065,0,0,554.9968813
0.073,0.073,0.074,0.04,0.068,0.061,0.069,0.044,0.023,0.069,0.051,0.07,0.071,0.009,0.053,0.069,0.065,0.018,0,0,573.600292
0.055,0.11,0.081,0.024,0.048,0.057,0.09,0.088,0.039,0.064,0.035,0.054,0.02,0.013,0.099,0.033,0.005,0.085,0,0,685.2228836
0.069,0.008,0.086,0.105,0.061,0.054,0.11,0.01,0.064,0.086,0.02,0.046,0.022,0.031,0.024,0.076,0.005,0.123,0,0,594.3598028
0.011,0.027,0.114,0.064,0.063,0.121,0.039,0.085,0.026,0.088,0.11,0.108,0.021,0.07,0.008,0.015,0.011,0.019,0,0,1879.706851
0.012,0.028,0.038,0.03,0.076,0.033,0.045,0.058,0.044,0.109,0.016,0.02,0.112,0.091,0.09,0.115,0.014,0.069,0,0,1790.453648
0.099,0.044,0.034,0.061,0.008,0.085,0.101,0.03,0.012,0.108,0.024,0.087,0.017,0.045,0.073,0.086,0.054,0.032,0,0,473.6812194
0.005,0.048,0.087,0.111,0.022,0.098,0.081,0.046,0.058,0.077,0.085,0.054,0.043,0.017,0.044,0.082,0.019,0.023,0,0,3069.376841
0.078,0.008,0.038,0.023,0.062,0.081,0.011,0.096,0.054,0.052,0.11,0.088,0.005,0.043,0.098,0.075,0.056,0.022,0,0,550.6069233
0.072,0.05,0.009,0.062,0.057,0.035,0.044,0.063,0.052,0.08,0.036,0.088,0.078,0.098,0.006,0.024,0.044,0.102,0,0,579.0148622
0.08,0.057,0.068,0.029,0.064,0.008,0.023,0.1,0.061,0.087,0.019,0.101,0.066,0.025,0.083,0.09,0.024,0.015,0,0,541.6577853
0.073,0.029,0.051,0.086,0.087,0.092,0.035,0.041,0.061,0.057,0.092,0.008,0.071,0.005,0.041,0.037,0.107,0.027,0,0,573.6518854
0.067,0.053,0.073,0.073,0.076,0.079,0.065,0.057,0.03,0.019,0.036,0.075,0.027,0.056,0.068,0.072,0.065,0.009,0,0,605.3783843
0.054,0.017,0.059,0.091,0.04,0.093,0.086,0.089,0.082,0.033,0.037,0.045,0.047,0.062,0.022,0.041,0.016,0.086,0,0,693.4415946
0.031,0.044,0.058,0.016,0.087,0.063,0.075,0.011,0.055,0.016,0.005,0.076,0.075,0.106,0.11,0.023,0.097,0.052,0,0,984.5809546
0.069,0.042,0.087,0.075,0.008,0.076,0.08,0.011,0.062,0.086,0.067,0.07,0.01,0.044,0.046,0.069,0.079,0.019,0,0,594.4078951
0.083,0.045,0.069,0.026,0.068,0.086,0.021,0.036,0.056,0.085,0.058,0.059,0.089,0.013,0.043,0.085,0.043,0.035,0,0,529.2213928
0.067,0.102,0.029,0.091,0.045,0.076,0.012,0.032,0.02,0.045,0.034,0.06,0.097,0.052,0.015,0.102,0.044,0.077,0,0,605.6093188
0.03,0.049,0.007,0.065,0.105,0.102,0.067,0.104,0.057,0.085,0.033,0.07,0.095,0.032,0.01,0.02,0.045,0.024,0,0,1003.208481
0.017,0.055,0.054,0.041,0.045,0.093,0.069,0.078,0.041,0.032,0.042,0.084,0.046,0.091,0.092,0.078,0.015,0.027,0,0,1435.021157
